Ticker,Description,fLK+lF,Yahoo_Ticker
MOAT,Moat Active Premium Yield ETF,$12.69 M,MOAT.TO
ZUAG,BMO US Aggregate Bond Index ETF,$12.68 M,ZUAG.TO
SXHI,Ninepoint SpaceX HighShares ETF,$12.64 M,SXHI.TO
MMAC,Manulife CQS Multi Asset Credit Fund,$12.64 M,MMAC.TO
CLML.U,CI Global Climate Leaders Fund,$9.13 M,CLML-U.TO
FJFB,First Trust JFL Fixed Income Core Plus ETF,$12.52 M,FJFB.NE
FDL,First Trust Morningstar Dividend Leaders ETF,$12.52 M,FDL.TO
ZAAA.U,BMO AAA CLO ETF,$9.03 M,ZAAA-U.NE
ZDIV,BMO MSCI Canada IMI High Dividend Yield Index ETF,$12.49 M,ZDIV.TO
HBIE,Harvest Balanced Income & Growth Enhanced ETF,$12.40 M,HBIE.TO
XSHU.U,iShares 1-5 Year U.S. IG Corporate Bond Index ETF,$8.96 M,XSHU-U.TO
QQQT.B,Evolve NASDAQ Technology Index Fund,$12.37 M,QQQT-B.TO
ISCB,IA Clarington Strategic Corporate Bond Fund,$12.35 M,ISCB.TO
RNAG,RBC North American Growth Fund,$12.35 M,RNAG.NE
TUEX,TD Active U.S. Enhanced Dividend CAD Hedged ETF,$12.34 M,TUEX.TO
CANL,Global X Enhanced S&P/TSX 60 Index ETF,$12.33 M,CANL.TO
FMID,Franklin U.S. Mid Cap Multifactor Index ETF (CA),$12.32 M,FMID.NE
CNDI,BetaPro S&P/TSX 60 Daily Inverse ETF,$12.29 M,CNDI.TO
ZXLV.F,BMO SPDR Health Care Select Sector Index ETF,$12.24 M,ZXLV-F.TO
PFMS,PICTON Multi-Strategy Alternative Fund ETF,$12.21 M,PFMS.TO
SHPY,Purpose Shopify (SHOP) Yield Shares ETF,$12.16 M,SHPY.NE
YAVG,Broadcom (AVGO) Yield Shares Purpose ETF,$12.15 M,YAVG.NE
BND.U,Purpose Global Bond Fund ETF,$8.77 M,BND-U.TO
NTGA,NBI Target 2026 Investment Grade Bond Fund,$12.10 M,NTGA.TO
NMNG,Ninepoint Mining Evolution Fund ETF Series units,$11.97 M,NMNG.TO
ZXLI.F,BMO SPDR Industrials Select Sector Index ETF,$11.95 M,ZXLI-F.TO
RAAA,Corton Enhanced Income Fund,$11.94 M,RAAA.TO
RCAN,RBC Canadian Equity ETF,$11.94 M,RCAN.TO
GGPY,Guardian Directed Premium Yield ETF,$11.91 M,GGPY.TO
ZMID.F,BMO S&P US Mid Cap Index ETF,$11.89 M,ZMID-F.TO
TSLU,SavvyLong (2X) TSLA ETF,$11.89 M,TSLU.TO
RCEI,RBC Canadian Equity Income Fund,$11.80 M,RCEI.NE
GSIF,Guardian Strategic Income Fund,$11.72 M,GSIF.NE
DXEM,Dynamic Active Emerging Markets ETF,$11.46 M,DXEM.TO
PBI,Purpose Best Ideas Fund ETF,$11.46 M,PBI.TO
ZXCP,BMO Target 2028 Canadian Corporate Bond ETF,$11.38 M,ZXCP.TO
ALPU,SavvyLong (2X) GOOGL ETF,$11.37 M,ALPU.TO
TUSB.U,TD Select U.S. Short Term Corporate Bond Ladder ETF,$8.17 M,TUSB-U.TO
GBSL,Ninepoint Global Select Fund ETF Series Units,$11.26 M,GBSL.TO
ZXLF,BMO SPDR Financials Select Sector Index ETF,$11.26 M,ZXLF.TO
HUN,Global X Natural Gas ETF,$11.25 M,HUN.TO
FID,Franklin FTSE India Index ETF,$11.24 M,FID.NE
CMAG.U,CI Munro Alternative Global Growth ETF,$8.12 M,CMAG-U.TO
ZHU,BMO Equal Weight US Health Care Index ETF,$11.03 M,ZHU.TO
ZJK.U,BMO High Yield US Corporate Bond Index ETF,$7.96 M,ZJK-U.TO
CFOD,BetaPro S&P/TSX Capped Financials -2x Daily Bear ETF - CAD,$10.99 M,CFOD.TO
ICAE,CI S&P/TSX Canadian Dividend Aristocrats ESG Index ETF,$10.94 M,ICAE.TO
MART,Global X Equal Weight Canadian Groceries & Staples Index ETF,$10.95 M,MART.TO
PAYM,Global X Mid-Term Government Bond Premium Yield ETF,$10.94 M,PAYM.TO
SOLX.U,CI Galaxy Solana ETF,$7.89 M,SOLX-U.TO
QQQT.U,Evolve NASDAQ Technology Index Fund,$7.88 M,QQQT-U.TO
IUFR.U,CI US Treasury Floating Rate Note Index ETF,$7.80 M,IUFR-U.TO
MFUN,Manulife Fundamental Equity Fund,$10.76 M,MFUN.TO
CNQE,Harvest CNQ Enhanced High Income Shares ETF,$10.76 M,CNQE.TO
CCCX.B,CI Galaxy Core Multi-Crypto ETF,$10.75 M,CCCX-B.TO
DGR.U,CI U.S. Quality Dividend Growth Index ETF,$7.71 M,DGR-U.TO
ZBCB,BMO Canadian Core Plus US Balanced ETF,$10.60 M,ZBCB.NE
FLSE,Fidelity Global Opportunities Long/Short Fund ETF,$10.58 M,FLSE.TO
ZBVU,BMO US Large Cap Disciplined Value ETF,$10.58 M,ZBVU.NE
ZCOM.F,BMO Broad Commodity ETF,$10.54 M,ZCOM-F.NE
ZUP.U,BMO US Preferred Share Index ETF,$7.60 M,ZUP-U.TO
CESG,CI MSCI World ESG Impact Index ETF,$10.50 M,CESG.NE
VXM.U,CI Morningstar International Value Index ETF,$7.54 M,VXM-U.TO
PHE.B,Purpose Tactical Hedged Equity Fund ETF,$10.41 M,PHE-B.TO
DCC,Desjardins 1-5 year Laddered Canadian Corporate Bond Index ETF,$10.34 M,DCC.TO
ZMI.U,BMO Monthly Income ETF,$7.47 M,ZMI-U.TO
SBLI,SLGI MFS Blended Research Low Vol International Fund ETF Series,$10.27 M,SBLI.TO
CTIP,CI U.S. Treasury Inflation-Linked Bond Index ETF,$10.28 M,CTIP.NE
DAGL,Desjardins Global Opportunities ETF,$10.24 M,DAGL.TO
SCGR,Starlight Global Real Estate Fund ETF,$10.20 M,SCGR.NE
MIDB,Evolve Enhanced Yield Mid Term Bond Fund,$10.19 M,MIDB.TO
RINT,RBC International Equity Fund,$10.16 M,RINT.NE
MIPC,Middlefield Income Plus Class ETF,$10.16 M,MIPC.TO
LEAD,Evolve Future Leadership Fund ETF,$10.11 M,LEAD.TO
XTLT.U,iShares 20+ Year U.S. Treasury Bond Index ETF,$7.30 M,XTLT-U.TO
UBNK,Global X Equal Weight U.S. Banks Index ETF,$10.07 M,UBNK.TO
FGOV,Franklin Canadian Government Bond Fund,$10.03 M,FGOV.TO
MSFU,SavvyLong (2X) MSFT ETF,$9.96 M,MSFU.TO
PFRD,Mulvihill Split Preferred Share ETF,$9.91 M,PFRD.TO
NSDU,NBI SmartData U.S. Equity Fund ETF Series Units,$9.89 M,NSDU.TO
AMZU,SavvyLong (2X) AMZN ETF,$9.88 M,AMZU.TO
FCLS,Fidelity Canadian Long/Short Alternative Fund,$9.87 M,FCLS.NE
ETHX,CI Galaxy Ethereum ETF,$9.83 M,ETHX.TO
XSMB,iShares Core Canadian 1-10 Year Bond Index ETF,$9.78 M,XSMB.TO
ZPW.U,BMO US Put Write ETF,$7.05 M,ZPW-U.TO
NSDG,NBI SmartData Global Equity Fund - ETF Series,$9.73 M,NSDG.TO
RPD.U,RBC QUANT EUROPEAN Dividend LEADERS ETF,$7.03 M,RPD-U.TO
FMPG,Fidelity Global Growth Portfolio ETF,$9.62 M,FMPG.TO
GRNI,BMO Brookfield Global Renewables Infrastructure Fund ETF,$9.60 M,GRNI.TO
SOLA,Evolve Solana ETF,$9.53 M,SOLA.TO
DXF,Dynamic Active Global Financial Services ETF,$9.52 M,DXF.TO
NVHE.U,Harvest NVIDIA Enhanced High Income Shares ETF,$6.88 M,NVHE-U.TO
NBGE,NBI Global Equity Fund ETF Series Units,$9.50 M,NBGE.TO
CMOM.B,CI U.S. Enhanced Momentum Index ETF,$9.40 M,CMOM-B.TO
YCST,Costco (COST) Yield Shares Purpose ETF,$9.35 M,YCST.NE
FEMO,Fidelity Emerging Markets Opportunities Fund ETF Series units,$9.34 M,FEMO.TO
CGRA,CI Global Real Asset Private Pool ETF,$9.29 M,CGRA.TO
QMAX.U,Hamilton Technology Yield Maximizer ETF,$6.60 M,QMAX-U.TO
NTGE,NBI Target 2030 Investment Grade Bond Fund - ETF Series,$8.96 M,NTGE.TO
TLTX.F,Global X 20+ Year U.S. Treasury Bond Index ETF,$8.90 M,TLTX-F.TO
FSB.U,First Asset Enhanced Short Duration Bond ETF,$6.42 M,FSB-U.TO
URCC,Global X Uranium Covered Call ETF,$8.84 M,URCC.TO
CYBR.U,Evolve Cyber Security Index ETF,$6.39 M,CYBR-U.TO
CEQY,CIBC All-Equity ETF Portfolio ETF,$8.70 M,CEQY.TO
MSFH.U,Harvest Microsoft High Income Shares ETF,$6.20 M,MSFH-U.TO
PYF.U,Purpose Premium Yield Fund ETF,$6.19 M,PYF-U.TO
CTUF.U,CIBC 2028 U.S. Investment Grade Bond Fund,$6.17 M,CTUF-U.NE
IGEO,IA Clarington Loomis Global Equity Opportunities Fund,$8.51 M,IGEO.TO
ZXCO,BMO Target 2027 Canadian Corporate Bond ETF,$8.48 M,ZXCO.TO
ZXLE,BMO SPDR Energy Select Sector Index ETF,$8.46 M,ZXLE.TO
RNCL,Global X Enhanced Equal Weight Canadian Telecom Covered Call ETF,$8.38 M,RNCL.TO
CGHY.U,CI Global High Yield Credit Private Pool ETF,$6.04 M,CGHY-U.TO
FINO,Franklin Innovation Fund,$8.31 M,FINO.TO
CGIN.U,CI Global Investment Grade ETF,$6.00 M,CGIN-U.TO
NTGC,NBI Target 2028 Investment Grade Bond Fund,$8.29 M,NTGC.TO
CSHI,Ninepoint Constellation Software HighShares ETF,$8.27 M,CSHI.TO
MWMN,Mackenzie Global Women's Leadership ETF,$8.25 M,MWMN.NE
AMZH.U,Harvest Amazon High Income Shares ETF,$5.96 M,AMZH-U.TO
ZWU.T,BMO Covered Call Utilities ETF,$8.22 M,ZWU-T.TO
FLX.U,Purpose Global Flexible Credit Fund,$5.93 M,FLX-U.TO
GBLF,GuardBonds 1-3 Year Laddered Investment Grade Bond Fund,$8.18 M,GBLF.NE
INFR,Ninepoint Global Infrastructure Fund,$8.09 M,INFR.TO
NTGD,NBI Target 2029 Investment Grade Bond Fund ETF Series Units,$8.09 M,NTGD.TO
CVLU,CI U.S. Enhanced Value Index ETF,$8.09 M,CVLU.TO
ZTIP.U,BMO Short-Term US TIPS Index ETF,$5.84 M,ZTIP-U.TO
CLHI,Ninepoint Celestica HighShares ETF,$8.07 M,CLHI.TO
NVDH.U,Harvest NVIDIA High Income Shares ETF,$5.82 M,NVDH-U.TO
MCOR,Manulife Core Plus Bond Fund,$8.03 M,MCOR.TO
PIN,Purpose Monthly Income Fund ETF,$8.02 M,PIN.TO
WOMN,BMO Women In Leadership Fund ETF,$8.02 M,WOMN.TO
CCNS,CIBC Conservative Fixed Income Pool ETF,$8.00 M,CCNS.TO
CNAO.U,CI Alternative North American Opportunities Fund,$5.73 M,CNAO-U.TO
EBNK.U,Evolve European Banks Enhanced Yield ETF,$5.65 M,EBNK-U.TO
SVCL,Global X Enhanced Silver Miners Covered Call ETF,$7.77 M,SVCL.TO
AENU,AGF Enhanced U.S. Equity Income Fund,$7.74 M,AENU.NE
ZWB.T,BMO Covered Call Canadian Banks ETF,$7.68 M,ZWB-T.TO
FUD,First Trust Value Line Dividend ETF,$7.61 M,FUD.TO
TCND,BetaPro 3x S&P/TSX 60 Daily Leveraged Bull Alternative ETF,$7.60 M,TCND.TO
HTA.B,Harvest Tech Leaders Income ETF,$7.46 M,HTA-B.TO
ZBDU,BMO US Dividend Growth ETF,$7.43 M,ZBDU.NE
TECH.U,Evolve FANGMA Index ETF,$5.37 M,TECH-U.TO
CCCB,CIBC Canadian Banks Covered Call ETF,$7.40 M,CCCB.TO
ZXLF.F,BMO SPDR Financials Select Sector Index ETF,$7.36 M,ZXLF-F.TO
NOVY,Harvest Novo Enhanced High Income Shares ETF,$7.36 M,NOVY.TO
BTCY.U,Purpose Bitcoin Yield ETF,$5.26 M,BTCY-U.TO
TEHE,Harvest TELUS Enhanced High Income Shares ETF,$7.22 M,TEHE.TO
ZXLC.F,BMO SPDR Communication Services Select Sector Index ETF,$7.19 M,ZXLC-F.TO
FHQ.F,First Trust AlphaDEX U.S. Technology Sector Index ETF,$7.17 M,FHQ-F.TO
ZXLY.F,BMO SPDR Consumer Discretionary Select Sector Index ETF,$7.17 M,ZXLY-F.TO
GGPY.F,Guardian Directed Premium Yield ETF,$7.15 M,GGPY-F.TO
CUDC,CIBC U.S. High Dividend Covered Call ETF,$7.09 M,CUDC.TO
QQCE.F,CI ESG NASDAQ 100 Index ETF,$7.04 M,QQCE-F.TO
UYLD,Manulife Smart U.S. Enhanced Yield ETF,$7.06 M,UYLD.NE
EMCL,Global X Enhanced MSCI Emerging Markets Covered Call ETF,$7.05 M,EMCL.NE
XMU.U,iShares MSCI USA Minimum Volatility Index ETF,$5.02 M,XMU-U.TO
UMI,CI U.S. MidCap Dividend Index ETF,$6.94 M,UMI.TO
LLHE.U,Harvest Eli Lilly Enhanced High Income Shares ETF,$5.00 M,LLHE-U.TO
PLTU,SavvyLong (2X) PLTR ETF,$6.89 M,PLTU.TO
METU,SavvyLong (2X) META ETF,$6.89 M,METU.TO
ATSX,Accelerate Canadian Long Short Equity Fund,$6.86 M,ATSX.TO
FBT,First Trust NYSE Arca Biotechnology ETF,$6.85 M,FBT.TO
CBCX,CI Galaxy Blockchain ETF,$6.80 M,CBCX.TO
FDN,First Trust Dow Jones Internet ETF,$6.74 M,FDN.TO
SOLL.B,Purpose Solana ETF,$6.65 M,SOLL-B.TO
QQI,BetaPro Nasdaq-100 Daily Inverse ETF,$6.62 M,QQI.TO
TLF.U,Brompton Tech Leaders Income ETF,$4.77 M,TLF-U.TO
FIG.U,CI Investment Grade Bond ETF,$4.76 M,FIG-U.TO
NXF.U,CI Energy Giants Covered Call ETF,$4.76 M,NXF-U.TO
CUDV,CI U.S. Minimum Downside Volatility Index ETF,$6.56 M,CUDV.TO
FHI.B,CI Health Care Giants Covered Call ETF,$6.53 M,FHI-B.TO
XTOT.U,iShares Core S&P Total U.S. Stock Market Index ETF,$4.72 M,XTOT-U.TO
SUHE,Harvest Suncor Enhanced High Income Shares ETF,$6.53 M,SUHE.TO
DXG.U,Dynamic Active Global Dividend ETF,$4.71 M,DXG-U.TO
TTTX,Global X Innovative Bluechip Top 10 Index ETF,$6.41 M,TTTX.TO
CMEY,CI Marret Alternative Enhanced Yield Fund ETF,$6.41 M,CMEY.TO
CNQY,Purpose Canadian Natural Resources (CNQ) Yield Shares ETF,$6.39 M,CNQY.NE
XCBU.U,iShares U.S. IG Corporate Bond Index ETF,$4.61 M,XCBU-U.TO
ZPS.L,BMO Short Provincial Bond Index ETF,$6.33 M,ZPS-L.TO
RSCL,Global X Enhanced Russell 2000 Covered Call ETF,$6.31 M,RSCL.NE
ASHR,Mulvihill Split Capital Share ETF,$6.28 M,ASHR.TO
CBUG,CI Digital Security ETF,$6.24 M,CBUG.TO
SWIN,HAMILTON CHAMPIONS Enhanced U.S. Dividend ETF,$6.23 M,SWIN.TO
AMGR,AGF American Growth Fund - ETF Series,$6.20 M,AMGR.TO
CMCC,Global X All-In-One Commodity Producers Equity Covered Call ETF,$6.20 M,CMCC.TO
HVOL,Harvest Low Volatility Canadian Equity ETF,$6.18 M,HVOL.TO
MAEC,Middlefield ActivEnergy Dividend Class ETF,$6.17 M,MAEC.TO
GIGF.F,Guardian i3 Global Quality Growth ETF,$6.16 M,GIGF-F.TO
CLBF,CIBC 1-5 Year Laddered Investment Grade Bond Fund,$6.15 M,CLBF.NE
MSHE.U,Harvest Microsoft Enhanced High Income Shares ETF,$4.41 M,MSHE-U.TO
MCAN,Manulife Canadian Equity Class Fund,$6.07 M,MCAN.TO
STLT,BetaPro -3x US Treasury 20+ Year Daily Leveraged Bear Alternative ETF,$6.03 M,STLT.NE
GIAI,Guardian i3 AI Technology and Innovation Fund ETF,$6.02 M,GIAI.TO
EQY,Franklin All-Equity ETF Portfolio,$5.99 M,EQY.TO
QRET,Mackenzie Developed Markets Real Estate Index ETF,$5.98 M,QRET.TO
PHR,Purpose Real Estate Income Fund ETF,$5.97 M,PHR.TO
RUSB,RBC Short Term U.S. Corporate Bond ETF,$5.84 M,RUSB.TO
PBAL,PIMCO Managed Balanced Portfolio - ETF Series,$5.80 M,PBAL.TO
ZXLB,BMO SPDR Materials Select Sector Index ETF,$5.76 M,ZXLB.TO
RYHE,Harvest Enhanced High Income RY-Linked Shares ETF,$5.75 M,RYHE.TO
CTUG.U,CIBC 2029 U.S. Investment Grade Bond Fund,$4.15 M,CTUG-U.NE
HBOP,Humilis Fundamental Opportunities ETF,$5.71 M,HBOP.TO
AGLR,AGF Global Real Assets Fund,$5.71 M,AGLR.NE
ESGY.F,BMO MSCI USA ESG Leaders Index ETF,$5.71 M,ESGY-F.TO
CTUH.U,CIBC 2030 U.S. Investment Grade Bond Fund,$4.13 M,CTUH-U.NE
XDRV,iShares Global Electric and Autonomous Vehicles Index ETF,$5.70 M,XDRV.TO
ZFS.L,BMO Short Federal Bond Index ETF,$5.69 M,ZFS-L.TO
CTUI.U,CIBC 2031 U.S. Investment Grade Bond Fund,$4.10 M,CTUI-U.NE
MAUV,Mackenzie US Value ETF,$5.65 M,MAUV.TO
CUEH,CIBC MSCI USA Equity Index ETF,$5.63 M,CUEH.TO
SDVY.F,First Trust SMID Cap Rising Dividend Achievers ETF (CA),$5.62 M,SDVY-F.NE
AAPU,SavvyLong (2X) AAPL ETF,$5.62 M,AAPU.TO
HPYT.B,Harvest Premium Yield Treasury ETF,$5.55 M,HPYT-B.TO
HBDV,Humilis North American Dividend Growth ETF,$5.54 M,HBDV.TO
CBLN,CIBC Balanced Portfolio ETF,$5.54 M,CBLN.TO
MAUG,Mackenzie US All Cap Growth ETF,$5.51 M,MAUG.TO
ZXLE.F,BMO SPDR Energy Select Sector Index ETF,$5.49 M,ZXLE-F.TO
FHI.U,CI Health Care Giants Covered Call ETF,$3.96 M,FHI-U.TO
MAGV,Mackenzie Global Value ETF,$5.46 M,MAGV.TO
MHDC,Mackenzie Canadian High Dividend Yield ETF,$5.45 M,MHDC.TO
OILD,SavvyLong Geared Natural Gas ETF,$5.41 M,OILD.TO
GICD,Guardian i³ Canadian Dividend Growth Fund ETF,$5.37 M,GICD.TO
ZXLP,BMO SPDR Consumer Staples Select Sector Index ETF,$5.37 M,ZXLP.TO
NACO,Ninepoint Alternative Credit Opportunities Fund,$5.31 M,NACO.TO
CIEH,CIBC MSCI EAFE Equity Index ETF,$5.30 M,CIEH.TO
BNC,Purpose Canadian Financial Income Fund ETF,$5.29 M,BNC.TO
GIES,Guardian International Equity Select Fund,$5.24 M,GIES.TO
BEPR.U,Brompton Flaherty & Crumrine Enhanced Investment Grade Preferred ETF,$3.74 M,BEPR-U.TO
EQLI.U,Invesco S&P 500 Equal Weight Income Advantage ETF (CA),$3.74 M,EQLI-U.TO
TIF,Ninepoint Target Income Fund ETF,$5.09 M,TIF.TO
TDHE,Harvest Enhanced High Income TD-Linked Shares ETF,$5.08 M,TDHE.TO
ULV.U,CI Invesco S&P 500 Low Volatility Index ETF,$3.67 M,ULV-U.TO
QCLN,First Trust Nasdaq Clean Edge Green Energy ETF,$5.03 M,QCLN.TO
XCBU,iShares U.S. IG Corporate Bond Index ETF,$5.01 M,XCBU.TO
MTBA,Mackenzie Target 2027 North American IG Corporate Bond ETF,$5.01 M,MTBA.TO
RUDC.U,RBC U.S. Dividend Covered Call ETF,$3.61 M,RUDC-U.TO
REIT,Global X Equal Weight Canadian REITs Index ETF,$4.98 M,REIT.TO
SPYD,MegaShort (-3X) S&P 500 Daily Leveraged Alternative ETF,$4.95 M,SPYD.TO
MTBB,Mackenzie Target 2029 North American IG Corporate Bond ETF,$4.94 M,MTBB.TO
DXMC,Dynamic Active Multi-Crypto ETF,$4.94 M,DXMC.NE
MGAB,Mackenzie Global Fixed Income Allocation ETF,$4.92 M,MGAB.TO
ENBY,Purpose Enbridge (ENB) Yield Shares ETF,$4.87 M,ENBY.NE
SCGI,Starlight Global Infrastructure Fund ETF,$4.85 M,SCGI.NE
FHH,First Trust AlphaDEX U.S. Health Care Sector Index ETF,$4.81 M,FHH.TO
CMCX.B,CI Galaxy Multi-Crypto Navigator ETF,$4.80 M,CMCX-B.TO
LYFR,Lysander-Canso Floating Rate ActivETF,$4.80 M,LYFR.TO
BBBB.U,Brompton Wellington Square Investment Grade CLO ETF,$3.45 M,BBBB-U.TO
GIUS.F,Guardian i3 US Quality Growth ETF,$4.78 M,GIUS-F.TO
ACAA,Arrow long/short Alternative Fund ETF,$4.78 M,ACAA.TO
GBFF,GuardBonds 2029 Investment Grade Bond Fund,$4.76 M,GBFF.NE
FORU,ForAll Core & More U.S. Equity Index ETF,$4.75 M,FORU.NE
FDIV,Franklin U.S. Quality Moat Dividend Index ETF,$4.75 M,FDIV.NE
NTHM,NBI Thematic Rotation ETF,$4.67 M,NTHM.TO
GASD,SavvyShort Geared Natural Gas ETF,$4.67 M,GASD.TO
UMI.B,CI U.S. MidCap Dividend Index ETF,$4.65 M,UMI-B.TO
FGRW,Forstrong Global Growth ETF,$4.64 M,FGRW.TO
MHDU,Mackenzie US High Dividend Yield ETF,$4.64 M,MHDU.TO
ZXLP.F,BMO SPDR Consumer Staples Select Sector Index ETF,$4.63 M,ZXLP-F.TO
ASMD,AGF U.S. Small-Mid Cap Fund,$4.62 M,ASMD.NE
PHE,Purpose Tactical Hedged Equity Fund ETF,$4.62 M,PHE.TO
FMPI,Fidelity Global Income Portfolio ETF,$4.62 M,FMPI.TO
RGBM.U,Return Stacked Global Balanced & Macro ETF,$3.33 M,RGBM-U.TO
AMHE.U,Harvest Amazon Enhanced High Income Shares ETF,$3.33 M,AMHE-U.TO
FLX.B,Purpose Global Flexible Credit Fund,$4.56 M,FLX-B.TO
SKYY,First Trust Cloud Computing ETF,$4.56 M,SKYY.TO
PZW.F,CI Invesco RAFI Global Small-Mid ETF,$4.53 M,PZW-F.TO
CIEM.U,CI Emerging Markets Alpha ETF,$3.28 M,CIEM-U.TO
QQEQ.F,CI NASDAQ 100 Equal Weight Index ETF,$4.46 M,QQEQ-F.TO
LONG,CI Global Longevity Economy Fund ETF,$4.45 M,LONG.TO
XRPP.U,Purpose XRP ETF,$3.20 M,XRPP-U.TO
SCDG,Starlight Dividend Growth Class ETF,$4.42 M,SCDG.NE
MCYC,Mackenzie Cyclical Tilt ETF,$4.29 M,MCYC.TO
SLGC,Sun Life MFS Global Core Plus Bond Fund ETF Series,$4.24 M,SLGC.TO
PBI.B,Purpose Best Ideas Fund ETF,$4.23 M,PBI-B.TO
WAAV,WaveFront All-Weather Alternative Fund,$4.22 M,WAAV.TO
BPRF.U,Brompton Flaherty & Crumrine Investment Grade Preferred ETF,$3.05 M,BPRF-U.TO
RIRA,Russell Investments Real Assets ETF,$4.21 M,RIRA.TO
ZWC.T,BMO Canadian High Dividend Covered Call ETF,$4.20 M,ZWC-T.TO
TCCB,TD Canadian Corporate Bond Fund ETF,$4.20 M,TCCB.TO
TDY,Purpose TD (TD) Yield Shares ETF,$4.19 M,TDY.NE
ESPX.B,Evolve S&P 500 Enhanced Yield Fund,$4.19 M,ESPX-B.TO
QQQD,MegaShort (-3X) NASDAQ-100 Daily Leveraged Alternative ETF,$4.19 M,QQQD.TO
CBAP,CI Balanced+ Asset Allocation ETF,$4.19 M,CBAP.TO
ZXLB.F,BMO SPDR Materials Select Sector Index ETF,$4.18 M,ZXLB-F.TO
CAKE,Avantis CIBC Balanced Asset Allocation ETF,$4.14 M,CAKE.TO
ZBEU.F,BMO US Equity Focused ETF,$4.12 M,ZBEU-F.NE
RTT,Purpose Tactical Thematic Fund,$4.12 M,RTT.TO
ZBBZ.U,BMO BBB CLO ETF,$2.96 M,ZBBZ-U.NE
UYLD.U,Manulife Smart U.S. Enhanced Yield ETF,$2.94 M,UYLD-U.NE
FIXD,Evolve Active Core Fixed Income Fund,$4.02 M,FIXD.NE
HPF.U,Harvest Energy Leaders Income ETF,$2.90 M,HPF-U.TO
SSPX,BetaPro -3x S&P 500 Daily Leveraged Bear Alternative ETF,$4.00 M,SSPX.TO
DATA.B,Evolve Cloud Computing Index Fund,$3.98 M,DATA-B.TO
IDEF.B,Manulife Smart International Defensive Equity ETF,$3.96 M,IDEF-B.TO
MUSC,Manulife Multifactor U.S. Small Cap Index ETF,$3.95 M,MUSC.TO
LBIT,Evolve Levered Bitcoin ETF,$3.93 M,LBIT.TO
TCCA,Trading Central Quant Canada 50 Equity Index ETF,$3.93 M,TCCA.TO
VUDH,Vanguard U.S. High Dividend Yield Index ETF,$3.85 M,VUDH.TO
TTLT,BetaPro 3x US Treasury 20+ Year Daily Leveraged Bull Alternative ETF,$3.81 M,TTLT.NE
PXS.U,CI Invesco RAFI U.S. Index ETF II,$2.75 M,PXS-U.TO
PSY,Purpose Structured Equity Yield Fund ETF,$3.77 M,PSY.TO
CBL,Franklin Core ETF Portfolio ETF,$3.76 M,CBL.TO
PAYI,Brompton Utilities & Infrastructure HighPay ETF,$3.74 M,PAYI.TO
RENG,RBC Global Energy Fund,$3.74 M,RENG.NE
INHI,Ninepoint Intel HighShares ETF,$3.72 M,INHI.TO
RBNU,SavvyLong (2X) HOOD ETF,$3.72 M,RBNU.TO
FJFG,First Trust JFL Global Equity ETF,$3.71 M,FJFG.NE
ZBBZ,BMO BBB CLO ETF,$3.70 M,ZBBZ.NE
CDEF,Manulife Smart Defensive Equity ETF,$3.66 M,CDEF.TO
TY,Purpose Telus (T) Yield Shares ETF,$3.65 M,TY.NE
ZBDU.F,BMO US Dividend Growth ETF,$3.63 M,ZBDU-F.NE
SOXD,MegaShort (-3X) US Semiconductors Daily Leveraged Alternative ETF,$3.61 M,SOXD.TO
NYSX,Global X NYSE 100 Index ETF,$2.58 M,NYSX.TO
NMEQ,NBI Meritage Tactical ETF Equity Portfolio - ETF Series,$3.57 M,NMEQ.TO
ZXLY,BMO SPDR Consumer Discretionary Select Sector Index ETF,$3.53 M,ZXLY.TO
ETHR.U,Evolve Ether ETF,$2.54 M,ETHR-U.TO
CGRW,CIBC Balanced Growth ETF,$3.50 M,CGRW.TO
COMX,Global X All-In-One Commodity Producers Equity ETF,$3.48 M,COMX.TO
ADIV,ARROW EC equity advantage ALTERNATIVE FUND ETF,$3.43 M,ADIV.TO
PAYU,Brompton U.S. Equity HighPay ETF,$3.41 M,PAYU.TO
NRGD,BetaPro S&P/TSX Capped Energy -2x Daily Bear ETF - CAD,$3.40 M,NRGD.TO
WHYP,Westcourt Hamilton Yield Portfolio ETF,$3.39 M,WHYP.TO
UDEF.B,Manulife Smart U.S. Defensive Equity ETF,$3.38 M,UDEF-B.TO
TLTX,Global X 20+ Year U.S. Treasury Bond Index ETF,$3.37 M,TLTX.TO
CUTL.B,CI Utilities Giants Covered Call ETF,$3.37 M,CUTL-B.TO
FHH.F,First Trust AlphaDEX U.S. Health Care Sector Index ETF,$3.34 M,FHH-F.TO
AMDU,SavvyLong (2X) AMD ETF,$3.26 M,AMDU.TO
ORBU,SavvyLong (2X) SpaceX ETF,$3.26 M,ORBU.TO
MSTZ,SavvyShort (-2X) MSTR ETF,$3.20 M,MSTZ.TO
TRVL.U,Harvest Travel & Leisure Index ETF,$2.31 M,TRVL-U.TO
PLHI,Ninepoint Palantir HighShares ETF,$3.17 M,PLHI.TO
CAGR,Avantis CIBC Growth Asset Allocation ETF,$3.16 M,CAGR.TO
RBCY,Purpose RBC (RY) Yield Shares ETF,$3.15 M,RBCY.NE
ZGIF,BMO Global Infrastructure Fund Active ETF Series,$3.15 M,ZGIF.NE
ZXLC,BMO SPDR Communication Services Select Sector Index ETF,$3.14 M,ZXLC.TO
