Fund Holdings as of,"Sep 17, 2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency
"034730","SK INC","Industrials","Equity","415,225.90","0.17","415,225.90","761.00","545.63","Korea (South)","Korea Exchange (Stock Market)","CAD","987.85","KRW"
"CA","CARREFOUR SA","Consumer Staples","Equity","414,555.09","0.17","414,555.09","15,351.00","27.00","France","Nyse Euronext - Euronext Paris","CAD","0.62","EUR"
"CNR","CANADIAN NATIONAL RAILWAY","Industrials","Equity","413,814.58","0.17","413,814.58","2,467.00","167.74","Canada","Toronto Stock Exchange","CAD","1.00","CAD"
"8750","DAIICHI LIFE GROUP","Financials","Equity","412,718.72","0.17","412,718.72","23,800.00","17.34","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"AIR","AIRBUS GROUP","Industrials","Equity","412,372.17","0.17","412,372.17","1,313.00","314.07","France","Nyse Euronext - Euronext Paris","CAD","0.62","EUR"
"TEF","TELEFONICA SA","Communication","Equity","412,374.71","0.17","412,374.71","68,415.00","6.03","Spain","Bolsa De Madrid","CAD","0.62","EUR"
"TRP","TC ENERGY","Energy","Equity","407,614.48","0.16","407,614.48","4,732.00","86.14","Canada","Toronto Stock Exchange","CAD","1.00","CAD"
"4901","FUJIFILM HOLDINGS","Information Technology","Equity","402,046.43","0.16","402,046.43","13,400.00","30.00","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"BA.","BAE SYSTEMS PLC","Industrials","Equity","400,578.78","0.16","400,578.78","10,499.00","38.15","United Kingdom","London Stock Exchange","CAD","0.54","GBP"
"7751","CANON","Information Technology","Equity","399,027.23","0.16","399,027.23","9,800.00","40.72","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"6902","DENSO","Consumer Discretionary","Equity","397,322.75","0.16","397,322.75","22,800.00","17.43","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"8591","ORIX","Financials","Equity","396,272.94","0.16","396,272.94","7,100.00","55.81","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"EOAN","E.ON N","Utilities","Equity","393,492.71","0.16","393,492.71","13,780.00","28.56","Germany","Xetra","CAD","0.62","EUR"
"8015","TOYOTA TSUSHO","Industrials","Equity","392,469.75","0.16","392,469.75","5,800.00","67.67","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"U11","UNITED OVERSEAS BANK LTD","Financials","Equity","390,334.70","0.16","390,334.70","8,500.00","45.92","Singapore","Singapore Exchange","CAD","0.91","SGD"
"6702","FUJITSU","Information Technology","Equity","388,728.52","0.16","388,728.52","10,800.00","35.99","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"CSL","CSL","Health Care","Equity","386,477.12","0.16","386,477.12","2,188.00","176.63","Australia","Asx - All Markets","CAD","1.01","AUD"
"7269","SUZUKI MOTOR","Consumer Discretionary","Equity","386,039.79","0.16","386,039.79","21,000.00","18.38","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"2914","JAPAN TOBACCO","Consumer Staples","Equity","385,071.71","0.15","385,071.71","6,200.00","62.11","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
